flight_id,year,month,day,date,dep_hour,dep_minute,carrier,airline_name,airline_type,flight_number,origin,dest,distance_mi,flight_type,cancelled,diverted,dep_delay_min,arr_delay_min,is_delayed,delay_cause,flight_time_min,taxi_out_min,taxi_in_min,gate_turnaround_min,wheels_off,wheels_on
1915,2022,7,6,2022-07-06,19,30,AA,American Airlines,Legacy,AA5770,IAH,DFW,239,Domestic,0,0,49.0,60.0,1,carrier,41.0,28.0,13.0,50.0,1247.0,1288.0
1916,2022,7,3,2022-07-03,21,15,AA,American Airlines,Legacy,AA9536,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,36.0,18.0,7.0,33.0,1293.0,1329.0
1917,2022,7,15,2022-07-15,6,30,DL,Delta Air Lines,Legacy,DL1205,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,39.0,17.0,8.0,60.0,407.0,446.0
1918,2022,7,13,2022-07-13,8,30,AA,American Airlines,Legacy,AA4808,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,47.0,13.0,5.0,45.0,523.0,570.0
1919,2022,7,5,2022-07-05,8,15,AA,American Airlines,Legacy,AA4277,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,38.0,9.0,10.0,50.0,504.0,542.0
1920,2022,7,6,2022-07-06,20,30,AA,American Airlines,Legacy,AA6646,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,31.0,37.0,12.0,51.0,1267.0,1298.0
1921,2022,7,11,2022-07-11,17,0,AA,American Airlines,Legacy,AA394,IAH,DFW,239,Domestic,0,0,49.0,56.0,1,late_aircraft,45.0,28.0,4.0,42.0,1097.0,1142.0
1922,2022,7,3,2022-07-03,10,45,AA,American Airlines,Legacy,AA7736,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,12.0,4.0,46.0,657.0,698.0
1923,2022,7,5,2022-07-05,6,15,AA,American Airlines,Legacy,AA7216,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,38.0,14.0,7.0,50.0,389.0,427.0
1924,2022,7,17,2022-07-17,6,45,AA,American Airlines,Legacy,AA5287,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,17.0,15.0,45.0,422.0,466.0
1925,2022,7,3,2022-07-03,14,30,AA,American Airlines,Legacy,AA147,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,10.0,11.0,31.0,880.0,925.0
1926,2022,7,9,2022-07-09,15,15,WN,Southwest Airlines,LCC,WN9165,IAH,DFW,239,Domestic,0,0,54.0,69.0,1,carrier,33.0,28.0,7.0,36.0,997.0,1030.0
1927,2022,7,17,2022-07-17,19,15,B6,JetBlue Airways,LCC,B65697,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,46.0,31.0,6.0,59.0,1186.0,1232.0
1928,2022,7,18,2022-07-18,12,45,AA,American Airlines,Legacy,AA190,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,51.0,17.0,7.0,37.0,782.0,833.0
1929,2022,7,12,2022-07-12,9,30,AA,American Airlines,Legacy,AA559,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,49.0,20.0,10.0,41.0,590.0,639.0
1930,2022,7,29,2022-07-29,7,15,AA,American Airlines,Legacy,AA7455,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,47.0,13.0,7.0,51.0,448.0,495.0
1931,2022,7,26,2022-07-26,16,0,AA,American Airlines,Legacy,AA3151,IAH,DFW,239,Domestic,0,0,15.0,12.0,1,carrier,43.0,20.0,4.0,45.0,995.0,1038.0
1932,2022,7,26,2022-07-26,22,0,AA,American Airlines,Legacy,AA5618,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,38.0,27.0,9.0,38.0,1347.0,1385.0
1933,2022,7,18,2022-07-18,6,0,AA,American Airlines,Legacy,AA7723,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,46.0,11.0,8.0,35.0,371.0,417.0
1934,2022,7,29,2022-07-29,13,30,AA,American Airlines,Legacy,AA1704,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,40.0,19.0,12.0,48.0,829.0,869.0
1935,2022,7,28,2022-07-28,16,0,F9,Frontier Airlines,ULCC,F93260,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,54.0,23.0,9.0,32.0,983.0,1037.0
1936,2022,7,22,2022-07-22,10,45,WN,Southwest Airlines,LCC,WN9698,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,36.0,19.0,8.0,48.0,664.0,700.0
1937,2022,7,17,2022-07-17,11,0,AA,American Airlines,Legacy,AA7191,IAH,DFW,239,Domestic,0,0,33.0,40.0,1,nas,41.0,20.0,6.0,44.0,713.0,754.0
1938,2022,7,1,2022-07-01,12,15,DL,Delta Air Lines,Legacy,DL997,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,24.0,4.0,37.0,759.0,800.0
1939,2022,7,20,2022-07-20,11,45,AA,American Airlines,Legacy,AA698,IAH,DFW,239,Domestic,0,0,15.0,10.0,1,nas,50.0,13.0,12.0,50.0,733.0,783.0
1940,2022,7,29,2022-07-29,6,45,AA,American Airlines,Legacy,AA4412,IAH,DFW,239,Domestic,0,0,15.0,17.0,1,carrier,43.0,15.0,10.0,16.0,435.0,478.0
1941,2022,7,28,2022-07-28,22,45,AA,American Airlines,Legacy,AA428,IAH,DFW,239,Domestic,0,0,20.0,22.0,1,carrier,38.0,28.0,7.0,36.0,1413.0,1451.0
1942,2022,7,26,2022-07-26,6,15,AA,American Airlines,Legacy,AA1336,IAH,DFW,239,Domestic,0,0,15.0,19.0,1,weather,50.0,10.0,8.0,61.0,400.0,450.0
1943,2022,7,2,2022-07-02,18,0,WN,Southwest Airlines,LCC,WN2733,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,31.0,6.0,47.0,1111.0,1156.0
1944,2022,7,8,2022-07-08,11,15,AA,American Airlines,Legacy,AA7105,IAH,DFW,239,Domestic,0,0,15.0,29.0,1,carrier,46.0,24.0,9.0,32.0,714.0,760.0
1945,2022,7,29,2022-07-29,10,30,F9,Frontier Airlines,ULCC,F99510,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,14.0,11.0,33.0,644.0,687.0
1946,2022,7,14,2022-07-14,17,45,AA,American Airlines,Legacy,AA5825,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,49.0,33.0,8.0,55.0,1098.0,1147.0
1947,2022,7,24,2022-07-24,6,45,AA,American Airlines,Legacy,AA7319,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,48.0,15.0,7.0,25.0,420.0,468.0
1948,2022,7,19,2022-07-19,16,0,AA,American Airlines,Legacy,AA590,IAH,DFW,239,Domestic,0,0,15.0,14.0,1,carrier,48.0,34.0,9.0,32.0,1009.0,1057.0
1949,2022,7,26,2022-07-26,14,15,AA,American Airlines,Legacy,AA2629,IAH,DFW,239,Domestic,0,0,36.0,42.0,1,carrier,39.0,21.0,7.0,54.0,912.0,951.0
1950,2022,7,19,2022-07-19,7,30,AA,American Airlines,Legacy,AA6964,IAH,DFW,239,Domestic,0,0,15.0,21.0,1,carrier,38.0,10.0,12.0,51.0,475.0,513.0
1951,2022,7,3,2022-07-03,19,15,AA,American Airlines,Legacy,AA3307,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,27.0,8.0,47.0,1182.0,1219.0
1952,2022,7,3,2022-07-03,18,45,AA,American Airlines,Legacy,AA9557,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,24.0,11.0,48.0,1149.0,1193.0
1953,2022,7,7,2022-07-07,12,45,AA,American Airlines,Legacy,AA1428,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,18.0,9.0,56.0,783.0,825.0
1954,2022,7,6,2022-07-06,10,15,AA,American Airlines,Legacy,AA6037,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,25.0,6.0,49.0,640.0,683.0
1955,2022,7,28,2022-07-28,17,45,AA,American Airlines,Legacy,AA7872,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,18.0,11.0,46.0,1083.0,1125.0
1956,2022,7,21,2022-07-21,17,15,F9,Frontier Airlines,ULCC,F93762,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,15.0,9.0,38.0,1050.0,1093.0
1957,2022,7,23,2022-07-23,21,30,AA,American Airlines,Legacy,AA7186,IAH,DFW,239,Domestic,0,0,15.0,29.0,1,weather,39.0,17.0,8.0,43.0,1322.0,1361.0
1958,2022,7,30,2022-07-30,10,30,AA,American Airlines,Legacy,AA5052,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,53.0,26.0,5.0,60.0,656.0,709.0
1959,2022,7,31,2022-07-31,6,15,AS,Alaska Airlines,Legacy,AS4400,IAH,DFW,239,Domestic,0,0,15.0,21.0,1,nas,40.0,20.0,7.0,54.0,410.0,450.0
1960,2022,7,13,2022-07-13,6,15,AA,American Airlines,Legacy,AA5891,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,10.0,7.0,31.0,385.0,426.0
1961,2022,7,24,2022-07-24,12,30,AA,American Airlines,Legacy,AA1460,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,50.0,27.0,7.0,37.0,777.0,827.0
1962,2022,7,1,2022-07-01,14,45,AA,American Airlines,Legacy,AA7647,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,21.0,8.0,38.0,906.0,949.0
1963,2022,7,16,2022-07-16,16,30,F9,Frontier Airlines,ULCC,F92622,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,12.0,9.0,40.0,1002.0,1047.0
1964,2022,7,31,2022-07-31,21,0,AA,American Airlines,Legacy,AA4877,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,42.0,4.0,42.0,1302.0,1346.0
1965,2022,7,1,2022-07-01,6,0,UA,United Airlines,Legacy,UA5143,IAH,DFW,239,Domestic,0,0,15.0,13.0,1,carrier,47.0,18.0,4.0,53.0,393.0,440.0
1966,2022,7,20,2022-07-20,7,0,AA,American Airlines,Legacy,AA8333,IAH,DFW,239,Domestic,0,0,15.0,24.0,1,late_aircraft,45.0,18.0,6.0,49.0,453.0,498.0
1967,2022,7,28,2022-07-28,7,45,UA,United Airlines,Legacy,UA5089,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,14.0,9.0,30.0,479.0,524.0
1968,2022,7,13,2022-07-13,8,30,AA,American Airlines,Legacy,AA7863,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,6.0,6.0,59.0,516.0,560.0
1969,2022,7,17,2022-07-17,14,0,AA,American Airlines,Legacy,AA1086,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,52.0,7.0,10.0,53.0,847.0,899.0
1970,2022,7,4,2022-07-04,19,30,B6,JetBlue Airways,LCC,B66195,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,39.0,27.0,7.0,27.0,1197.0,1236.0
1971,2022,7,6,2022-07-06,9,30,AS,Alaska Airlines,Legacy,AS4402,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,48.0,18.0,8.0,40.0,588.0,636.0
1972,2022,7,25,2022-07-25,5,15,AA,American Airlines,Legacy,AA1931,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,10.0,11.0,36.0,325.0,368.0
1973,2022,7,30,2022-07-30,8,45,WN,Southwest Airlines,LCC,WN3911,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,15.0,9.0,48.0,540.0,581.0
1974,2022,7,1,2022-07-01,12,45,AA,American Airlines,Legacy,AA4185,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,16.0,4.0,42.0,781.0,825.0
1975,2022,7,8,2022-07-08,6,15,DL,Delta Air Lines,Legacy,DL9549,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,11.0,11.0,56.0,386.0,428.0
1976,2022,7,7,2022-07-07,8,15,AA,American Airlines,Legacy,AA9261,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,10.0,4.0,62.0,505.0,548.0
1977,2022,7,19,2022-07-19,15,30,B6,JetBlue Airways,LCC,B62774,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,29.0,24.0,7.0,47.0,954.0,983.0
1978,2022,7,17,2022-07-17,21,15,B6,JetBlue Airways,LCC,B69441,IAH,DFW,239,Domestic,0,0,55.0,72.0,1,nas,40.0,24.0,5.0,53.0,1354.0,1394.0
1979,2022,7,12,2022-07-12,6,0,F9,Frontier Airlines,ULCC,F95199,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,54.0,11.0,8.0,40.0,371.0,425.0
1980,2022,7,19,2022-07-19,13,15,AA,American Airlines,Legacy,AA6680,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,19.0,6.0,58.0,814.0,858.0
1981,2022,7,30,2022-07-30,16,15,AA,American Airlines,Legacy,AA6065,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,26.0,7.0,58.0,1001.0,1042.0
1982,2022,7,10,2022-07-10,8,45,AA,American Airlines,Legacy,AA4401,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,47.0,10.0,8.0,37.0,535.0,582.0
1983,2022,7,11,2022-07-11,19,15,AA,American Airlines,Legacy,AA7648,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,35.0,34.0,6.0,44.0,1189.0,1224.0
1984,2022,7,6,2022-07-06,22,45,DL,Delta Air Lines,Legacy,DL6262,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,33.0,14.0,4.0,46.0,1379.0,1412.0
1985,2022,7,20,2022-07-20,19,15,B6,JetBlue Airways,LCC,B63048,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,22.0,6.0,18.0,1177.0,1218.0
1986,2022,7,26,2022-07-26,22,30,AA,American Airlines,Legacy,AA5427,IAH,DFW,239,Domestic,0,0,81.0,91.0,1,late_aircraft,44.0,31.0,4.0,46.0,1462.0,1506.0
1987,2022,7,5,2022-07-05,6,0,AA,American Airlines,Legacy,AA2343,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,40.0,12.0,3.0,40.0,372.0,412.0
1988,2022,7,3,2022-07-03,10,15,AA,American Airlines,Legacy,AA5813,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,21.0,7.0,49.0,636.0,678.0
1989,2022,7,16,2022-07-16,18,0,AA,American Airlines,Legacy,AA758,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,22.0,7.0,53.0,1102.0,1143.0
1990,2022,7,17,2022-07-17,6,30,AA,American Airlines,Legacy,AA3849,IAH,DFW,239,Domestic,0,0,39.0,54.0,1,carrier,45.0,7.0,11.0,40.0,436.0,481.0
1991,2022,7,31,2022-07-31,12,30,AS,Alaska Airlines,Legacy,AS7385,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,47.0,30.0,5.0,42.0,780.0,827.0
1992,2022,7,2,2022-07-02,7,15,AA,American Airlines,Legacy,AA5168,IAH,DFW,239,Domestic,0,0,37.0,53.0,1,weather,44.0,5.0,3.0,53.0,477.0,521.0
1993,2022,7,10,2022-07-10,22,15,AA,American Airlines,Legacy,AA4011,IAH,DFW,239,Domestic,0,0,99.0,118.0,1,late_aircraft,44.0,26.0,7.0,61.0,1460.0,1504.0
1994,2022,7,18,2022-07-18,22,45,AA,American Airlines,Legacy,AA5096,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,31.0,13.0,22.0,1396.0,1438.0
1995,2022,7,13,2022-07-13,6,15,F9,Frontier Airlines,ULCC,F91241,IAH,DFW,239,Domestic,0,0,15.0,26.0,1,nas,42.0,16.0,10.0,53.0,406.0,448.0
1996,2022,7,31,2022-07-31,18,0,AA,American Airlines,Legacy,AA3265,IAH,DFW,239,Domestic,0,0,15.0,29.0,1,late_aircraft,42.0,25.0,8.0,15.0,1120.0,1162.0
1997,2022,7,4,2022-07-04,12,45,AA,American Airlines,Legacy,AA8227,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,50.0,20.0,3.0,66.0,785.0,835.0
1998,2022,7,4,2022-07-04,18,0,AA,American Airlines,Legacy,AA8911,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,39.0,24.0,10.0,60.0,1104.0,1143.0
1999,2022,7,7,2022-07-07,8,0,AA,American Airlines,Legacy,AA4580,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,10.0,7.0,47.0,490.0,527.0
2000,2022,7,4,2022-07-04,10,45,AA,American Airlines,Legacy,AA6301,IAH,DFW,239,Domestic,0,0,15.0,32.0,1,late_aircraft,35.0,16.0,8.0,43.0,676.0,711.0
2001,2022,7,26,2022-07-26,19,0,AA,American Airlines,Legacy,AA6372,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,38.0,20.0,3.0,20.0,1160.0,1198.0
2002,2022,7,31,2022-07-31,6,0,AA,American Airlines,Legacy,AA4115,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,51.0,11.0,10.0,42.0,371.0,422.0
2003,2022,7,29,2022-07-29,8,15,UA,United Airlines,Legacy,UA7538,IAH,DFW,239,Domestic,0,0,21.0,26.0,1,nas,48.0,8.0,8.0,36.0,524.0,572.0
2004,2022,7,16,2022-07-16,12,30,AA,American Airlines,Legacy,AA9652,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,51.0,22.0,11.0,43.0,772.0,823.0
2005,2022,7,16,2022-07-16,6,0,AA,American Airlines,Legacy,AA6199,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,39.0,12.0,11.0,46.0,372.0,411.0
2006,2022,7,6,2022-07-06,19,15,AA,American Airlines,Legacy,AA3523,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,5.0,10.0,29.0,1160.0,1202.0
2007,2022,7,5,2022-07-05,8,0,AS,Alaska Airlines,Legacy,AS8582,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,55.0,16.0,4.0,35.0,496.0,551.0
2008,2022,7,10,2022-07-10,16,45,AA,American Airlines,Legacy,AA9129,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,49.0,26.0,5.0,33.0,1031.0,1080.0
2009,2022,7,26,2022-07-26,14,30,AA,American Airlines,Legacy,AA3356,IAH,DFW,239,Domestic,0,0,15.0,28.0,1,carrier,41.0,19.0,5.0,52.0,904.0,945.0
2010,2022,7,20,2022-07-20,12,45,AA,American Airlines,Legacy,AA3081,IAH,DFW,239,Domestic,0,0,24.0,30.0,1,carrier,34.0,22.0,3.0,32.0,811.0,845.0
2011,2022,7,8,2022-07-08,19,45,AA,American Airlines,Legacy,AA2549,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,14.0,9.0,28.0,1199.0,1240.0
2012,2022,7,11,2022-07-11,5,0,AA,American Airlines,Legacy,AA4511,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,14.0,9.0,44.0,314.0,357.0
2013,2022,7,10,2022-07-10,16,0,AA,American Airlines,Legacy,AA8321,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,19.0,7.0,59.0,979.0,1022.0
2014,2022,7,26,2022-07-26,8,15,AA,American Airlines,Legacy,AA7518,IAH,DFW,239,Domestic,0,0,15.0,19.0,1,weather,38.0,9.0,3.0,42.0,519.0,557.0
2015,2022,7,15,2022-07-15,22,15,AA,American Airlines,Legacy,AA6086,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,40.0,33.0,4.0,53.0,1368.0,1408.0
2016,2022,7,4,2022-07-04,11,0,AA,American Airlines,Legacy,AA6360,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,42.0,12.0,3.0,57.0,672.0,714.0
2017,2022,7,31,2022-07-31,18,45,AA,American Airlines,Legacy,AA7798,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,20.0,8.0,18.0,1145.0,1188.0
2018,2022,7,16,2022-07-16,18,45,AA,American Airlines,Legacy,AA5558,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,35.0,26.0,8.0,29.0,1151.0,1186.0
2019,2022,7,12,2022-07-12,21,30,DL,Delta Air Lines,Legacy,DL6425,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,52.0,28.0,10.0,47.0,1318.0,1370.0
2020,2022,7,3,2022-07-03,22,15,UA,United Airlines,Legacy,UA4901,IAH,DFW,239,Domestic,0,0,38.0,45.0,1,late_aircraft,47.0,21.0,5.0,30.0,1394.0,1441.0
2021,2022,7,28,2022-07-28,20,30,AA,American Airlines,Legacy,AA1600,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,33.0,24.0,13.0,47.0,1254.0,1287.0
2022,2022,7,6,2022-07-06,8,15,AA,American Airlines,Legacy,AA2689,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,10.0,8.0,42.0,505.0,550.0
2023,2022,7,23,2022-07-23,9,0,DL,Delta Air Lines,Legacy,DL144,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,38.0,9.0,3.0,46.0,549.0,587.0
2024,2022,7,6,2022-07-06,22,15,AA,American Airlines,Legacy,AA5126,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,36.0,22.0,11.0,47.0,1357.0,1393.0
2025,2022,7,27,2022-07-27,22,30,AA,American Airlines,Legacy,AA5658,IAH,DFW,239,Domestic,0,0,69.0,76.0,1,late_aircraft,46.0,26.0,11.0,49.0,1445.0,1491.0
2026,2022,7,8,2022-07-08,13,15,DL,Delta Air Lines,Legacy,DL8930,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,20.0,3.0,40.0,815.0,860.0
2027,2022,7,25,2022-07-25,8,15,AA,American Airlines,Legacy,AA5602,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,46.0,10.0,11.0,45.0,505.0,551.0
2028,2022,7,26,2022-07-26,13,0,AA,American Airlines,Legacy,AA8744,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,51.0,23.0,9.0,44.0,803.0,854.0
2029,2022,7,10,2022-07-10,16,30,AA,American Airlines,Legacy,AA2071,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,51.0,38.0,10.0,45.0,1028.0,1079.0
2030,2022,7,15,2022-07-15,14,15,AS,Alaska Airlines,Legacy,AS2353,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,39.0,17.0,10.0,60.0,872.0,911.0
2031,2022,7,27,2022-07-27,9,30,AA,American Airlines,Legacy,AA4567,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,24.0,7.0,47.0,594.0,635.0
2032,2022,7,9,2022-07-09,18,30,F9,Frontier Airlines,ULCC,F97796,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,38.0,19.0,11.0,46.0,1129.0,1167.0
2033,2022,7,14,2022-07-14,7,30,AA,American Airlines,Legacy,AA9421,IAH,DFW,239,Domestic,1,0,,,0,,,,,,,
2034,2022,7,23,2022-07-23,17,30,AA,American Airlines,Legacy,AA9470,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,30.0,10.0,44.0,1080.0,1117.0
2035,2022,7,23,2022-07-23,10,30,NK,Spirit Airlines,ULCC,NK1635,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,36.0,21.0,4.0,34.0,651.0,687.0
2036,2022,7,5,2022-07-05,12,0,DL,Delta Air Lines,Legacy,DL4505,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,40.0,14.0,7.0,30.0,734.0,774.0
2037,2022,7,10,2022-07-10,13,0,AA,American Airlines,Legacy,AA5271,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,47.0,13.0,8.0,43.0,793.0,840.0
2038,2022,7,25,2022-07-25,15,45,AA,American Airlines,Legacy,AA5699,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,20.0,9.0,33.0,965.0,1002.0
2039,2022,7,1,2022-07-01,16,30,AA,American Airlines,Legacy,AA9465,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,41.0,25.0,5.0,55.0,1015.0,1056.0
2040,2022,7,22,2022-07-22,22,15,AA,American Airlines,Legacy,AA487,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,45.0,19.0,5.0,56.0,1354.0,1399.0
2041,2022,7,19,2022-07-19,17,15,AA,American Airlines,Legacy,AA134,IAH,DFW,239,Domestic,0,0,55.0,69.0,1,carrier,47.0,28.0,8.0,30.0,1118.0,1165.0
2042,2022,7,23,2022-07-23,20,0,AA,American Airlines,Legacy,AA8156,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,43.0,31.0,5.0,29.0,1231.0,1274.0
2043,2022,7,23,2022-07-23,16,30,AA,American Airlines,Legacy,AA5008,IAH,DFW,239,Domestic,0,0,15.0,27.0,1,carrier,54.0,16.0,7.0,45.0,1021.0,1075.0
2044,2022,7,31,2022-07-31,9,30,AS,Alaska Airlines,Legacy,AS6984,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,27.0,12.0,10.0,56.0,582.0,609.0
2045,2022,7,28,2022-07-28,12,30,AA,American Airlines,Legacy,AA8239,IAH,DFW,239,Domestic,0,0,15.0,33.0,1,carrier,38.0,15.0,11.0,30.0,780.0,818.0
2046,2022,7,13,2022-07-13,15,0,AA,American Airlines,Legacy,AA5490,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,28.0,6.0,66.0,928.0,965.0
2047,2022,7,7,2022-07-07,18,45,AA,American Airlines,Legacy,AA3767,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,36.0,20.0,6.0,56.0,1145.0,1181.0
2048,2022,7,16,2022-07-16,15,45,AA,American Airlines,Legacy,AA5504,IAH,DFW,239,Domestic,0,0,15.0,14.0,1,carrier,46.0,21.0,7.0,31.0,981.0,1027.0
2049,2022,7,5,2022-07-05,6,45,AA,American Airlines,Legacy,AA5969,IAH,DFW,239,Domestic,0,0,15.0,30.0,1,nas,44.0,12.0,11.0,28.0,432.0,476.0
2050,2022,7,10,2022-07-10,21,30,AA,American Airlines,Legacy,AA1084,IAH,DFW,239,Domestic,0,0,30.0,46.0,1,weather,40.0,25.0,11.0,38.0,1345.0,1385.0
2051,2022,7,19,2022-07-19,21,0,AA,American Airlines,Legacy,AA5800,IAH,DFW,239,Domestic,0,0,151.0,151.0,1,late_aircraft,47.0,36.0,12.0,54.0,1447.0,1494.0
2052,2022,7,19,2022-07-19,12,15,AS,Alaska Airlines,Legacy,AS9475,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,25.0,5.0,35.0,760.0,797.0
2053,2022,7,4,2022-07-04,22,15,AA,American Airlines,Legacy,AA7311,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,33.0,10.0,58.0,1368.0,1412.0
2054,2022,7,11,2022-07-11,12,30,AA,American Airlines,Legacy,AA117,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,44.0,16.0,5.0,51.0,766.0,810.0
2055,2022,7,21,2022-07-21,5,45,AA,American Airlines,Legacy,AA933,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,46.0,7.0,4.0,38.0,352.0,398.0
2056,2022,7,16,2022-07-16,21,0,AA,American Airlines,Legacy,AA1790,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,51.0,22.0,5.0,40.0,1282.0,1333.0
2057,2022,7,30,2022-07-30,10,45,F9,Frontier Airlines,ULCC,F91660,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,40.0,20.0,8.0,35.0,665.0,705.0
2058,2022,7,17,2022-07-17,13,30,WN,Southwest Airlines,LCC,WN7116,IAH,DFW,239,Domestic,0,0,0.0,0.0,0,,37.0,16.0,6.0,61.0,826.0,863.0
